time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-10-31T03:25:32.930Z,36.4525,-120.2941667,6.65,2.91,md,53,177,0.06886,0.16,nc,nc72916461,2017-10-31T23:52:04.250Z,"19km SSW of San Joaquin, California",earthquake,0.48,0.23,0.173,93,reviewed,nc,nc
2017-10-31T03:23:22.831Z,61.4196,-150.048,34.9,1.7,ml,,,,0.56,ak,ak17125564,2017-11-03T10:14:14.569Z,"12km SSW of Big Lake, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-10-31T03:22:47.190Z,19.2255001,-155.2493286,31.64,1.82,md,36,212,0.06014,0.12,hv,hv61961866,2017-10-31T03:26:00.650Z,"22km S of Volcano, Hawaii",earthquake,1.13,0.64,0.19,6,automatic,hv,hv
2017-10-31T03:14:49.790Z,14.3723,123.8123,32.66,4.9,mb,,116,2.801,0.48,us,us2000bkxy,2018-01-24T01:25:00.040Z,"52km NW of Pandan, Philippines",earthquake,8.2,4,0.07,65,reviewed,us,us
2017-10-31T03:11:32.810Z,3.9456,126.6049,47.87,4.7,mb,,81,3.243,0.77,us,us1000ayvl,2018-01-24T01:25:00.040Z,"204km SE of Sarangani, Philippines",earthquake,9.1,8.1,0.093,35,reviewed,us,us
2017-10-31T03:05:45.360Z,-10.2661,161.4204,75.41,5,mb,,96,1.668,0.9,us,us1000ayvj,2018-01-24T01:25:00.040Z,"58km WNW of Kirakira, Solomon Islands",earthquake,8.8,7.7,0.094,36,reviewed,us,us
2017-10-31T03:03:14.569Z,36.4609,-115.7932,11.1,0.3,ml,8,302.94,0.243,0.0678,nn,nn00611014,2017-11-01T02:35:47.347Z,"32km NNE of Pahrump, Nevada",earthquake,,6.8,0.02,2,reviewed,nn,nn
2017-10-31T03:03:03.294Z,36.4548,-115.79,6.4,0,ml,8,283.15,0.249,0.126,nn,nn00611011,2017-11-01T02:35:44.236Z,"32km NNE of Pahrump, Nevada",earthquake,,8.9,0,1,reviewed,nn,nn
2017-10-31T02:43:42.320Z,38.8243332,-122.7986679,2.63,1.01,md,21,67,0.008959,0.02,nc,nc72916456,2017-10-31T04:45:04.167Z,"6km W of Cobb, California",earthquake,0.24,0.45,0.11,5,automatic,nc,nc
2017-10-31T02:39:15.190Z,-21.6641,169.3833,10,5.1,mb,,95,1.272,0.87,us,us1000ayvb,2018-01-24T01:25:00.040Z,"155km E of Tadine, New Caledonia",earthquake,8.3,1.8,0.063,82,reviewed,us,us
2017-10-31T02:36:43.960Z,18.9634,145.4666,206.86,4.2,mb,,112,3.714,0.67,us,usa0018p5a,2018-01-24T01:25:00.040Z,"30km NW of Agrihan, Northern Mariana Islands",earthquake,14.9,10.2,0.098,29,reviewed,us,us
2017-10-31T02:31:21.180Z,38.8251648,-122.7983322,3,0.88,md,10,88,0.00934,0.02,nc,nc72916446,2017-10-31T02:48:01.909Z,"6km W of Cobb, California",earthquake,0.48,0.85,0.13,3,automatic,nc,nc
2017-10-31T02:25:30.300Z,-21.3976,169.0342,10,4.4,mb,,101,0.938,0.65,us,us2000bky9,2018-01-24T01:25:00.040Z,"120km E of Tadine, New Caledonia",earthquake,5.5,1.9,0.17,10,reviewed,us,us
2017-10-31T02:25:03.200Z,38.8146667,-122.7991638,3.8,0.62,md,8,100,0.007338,0.03,nc,nc72916441,2017-10-31T03:20:02.964Z,"5km NW of The Geysers, California",earthquake,0.74,2.51,0.11,2,automatic,nc,nc
2017-10-31T02:23:37.210Z,38.8288345,-122.7808304,1.08,0.76,md,12,51,0.008682,0.02,nc,nc72916436,2017-10-31T02:58:02.923Z,"5km W of Cobb, California",earthquake,0.27,0.46,0.15,4,automatic,nc,nc
2017-10-31T02:20:46.030Z,-21.4258,168.9245,10,5.9,mww,,72,0.834,0.86,us,us1000ayv5,2018-01-24T01:25:00.040Z,"108km E of Tadine, New Caledonia",earthquake,5.7,1.7,0.08,15,reviewed,us,us
2017-10-31T02:20:26.940Z,-21.3754,169.0521,10,4.4,mb,,119,0.957,0.97,us,us2000bky8,2018-01-24T01:25:00.040Z,"122km E of Tadine, New Caledonia",earthquake,6.7,1.9,0.13,17,reviewed,us,us
2017-10-31T02:20:03.923Z,59.054,-151.0594,30.6,2.2,ml,,,,0.47,ak,ak17125061,2017-11-03T10:14:14.103Z,"71km SSE of Homer, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-10-31T02:12:17.700Z,-26.0965,-11.4433,10,4.5,mb,,77,32.613,0.52,us,us2000bkxt,2018-01-24T01:25:00.040Z,"Southern Mid-Atlantic Ridge",earthquake,8,1.9,0.128,18,reviewed,us,us
2017-10-31T02:07:35.780Z,34.351,-117.0553333,4.91,0.96,ml,45,74,0.1293,0.19,ci,ci38033800,2017-10-31T15:22:20.824Z,"13km SW of Lucerne Valley, CA",earthquake,0.2,1,0.116,16,reviewed,ci,ci
2017-10-31T02:05:42.480Z,37.528,-118.8275,5.82,0.56,md,13,251,0.06193,0.01,nc,nc72916431,2017-11-01T18:23:02.270Z,"18km SE of Mammoth Lakes, California",earthquake,1.21,0.85,0.156,11,reviewed,nc,nc
2017-10-31T01:52:11.210Z,45.589,-112.4123333,5.9,0.72,ml,8,117,0.235,0.1,mb,mb80267449,2017-10-31T15:11:41.720Z,"39km SW of Whitehall, Montana",earthquake,0.33,31.61,0.339,2,reviewed,mb,mb
2017-10-31T01:52:07.790Z,38.8366661,-122.7836685,1.68,0.76,md,11,74,0.008208,0.03,nc,nc72916426,2017-10-31T03:34:04.289Z,"5km WNW of Cobb, California",earthquake,0.43,0.59,0.13,4,automatic,nc,nc
2017-10-31T01:40:10.050Z,-21.6609,169.2915,10,5,mb,,74,1.187,0.84,us,us1000ayus,2018-01-24T01:25:00.040Z,"146km E of Tadine, New Caledonia",earthquake,8.4,1.9,0.067,72,reviewed,us,us
2017-10-31T01:37:49.730Z,51.2404,-174.9607,25.6,2.9,ml,,,,0.38,us,usa0018l6p,2018-01-24T01:25:00.040Z,"118km SSW of Atka, Alaska",earthquake,2.6,7.6,,,reviewed,ak,ak
2017-10-31T01:29:34.130Z,34.223,-117.9738333,5.78,1.22,ml,14,65,0.07001,0.16,ci,ci38033792,2017-10-31T13:34:38.355Z,"8km N of Bradbury, CA",earthquake,0.31,1.32,0.243,32,reviewed,ci,ci
2017-10-31T01:26:36.120Z,38.6078333,-112.5446667,-0.6,0.94,md,10,153,0.07638,0.04,uu,uu60255587,2017-11-01T16:09:25.120Z,"36km W of Monroe, Utah",earthquake,1.47,0.59,0.235,6,reviewed,uu,uu
2017-10-31T01:25:25.534Z,64.8754,-146.7891,3.7,0.5,ml,,,,0.21,ak,ak17125051,2017-11-03T10:14:13.323Z,"26km NNE of Eielson Air Force Base, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2017-10-31T01:17:19.370Z,70.7903,-14.5273,10,4.3,mb,,60,2.493,0.83,us,us2000bky6,2018-01-24T01:25:00.040Z,"213km W of Olonkinbyen, Svalbard and Jan Mayen",earthquake,8.3,1.9,0.111,23,reviewed,us,us
2017-10-31T01:13:01.218Z,51.3127,-175.0076,25.6,2,ml,,,,0.23,ak,ak17158589,2017-11-03T10:14:12.962Z,"112km SSW of Atka, Alaska",earthquake,,7.9,,,reviewed,ak,ak
2017-10-31T01:11:22.310Z,38.784,-122.747,3.93,0.37,md,11,81,0.008067,0.06,nc,nc72916421,2017-11-04T06:04:03.026Z,"1km NE of The Geysers, California",earthquake,0.43,0.99,0.345,3,reviewed,nc,nc
2017-10-31T01:08:50.240Z,-21.4604,169.0733,10,4.8,mb,,107,0.971,0.97,us,us2000bkxw,2018-01-24T01:25:00.040Z,"123km E of Tadine, New Caledonia",earthquake,7.3,1.9,0.168,11,reviewed,us,us
2017-10-31T00:58:32.460Z,51.2952,-174.9747,35,2.7,ml,,258,1.007,0.37,us,us2000bhme,2018-01-24T01:25:00.040Z,"113km SSW of Atka, Alaska",earthquake,4.8,2,,,reviewed,us,ak
2017-10-31T00:57:56.238Z,62.6858,-163.908,8.2,2.8,ml,,,,0.61,ak,ak17124563,2018-01-24T01:25:00.040Z,"36km E of Alakanuk, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-10-31T00:57:40.656Z,60.2029,-153.2712,133.2,1.7,ml,,,,0.25,ak,ak17158586,2017-11-03T10:14:11.700Z,"42km SW of Redoubt Volcano, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2017-10-31T00:56:21.650Z,-7.668,130.1891,35,4.3,mb,,76,1.143,1.38,us,us2000bky4,2018-01-24T01:25:00.040Z,"128km WNW of Saumlaki, Indonesia",earthquake,6.5,2,0.126,18,reviewed,us,us
2017-10-31T00:53:53.010Z,33.5996667,-116.6273333,13.46,0.51,ml,11,142,0.02619,0.13,ci,ci38033784,2017-10-31T16:54:52.009Z,"7km NE of Anza, CA",earthquake,0.41,0.69,0.16,5,reviewed,ci,ci
2017-10-31T00:50:44.140Z,41.6713333,-112.8383333,6.47,2.04,ml,25,192,0.1182,0.13,uu,uu60255577,2017-11-01T21:35:22.291Z,"43km ESE of Park Valley, Utah",earthquake,0.54,0.69,0.239,8,reviewed,uu,uu
2017-10-31T00:46:38.771Z,37.9643,-118.6681,9.6,0.6,ml,6,131.43,0.133,0.0706,nn,nn00611008,2017-11-01T02:35:42.583Z,"44km NE of Mammoth Lakes, California",earthquake,,13.1,0,1,reviewed,nn,nn
2017-10-31T00:44:54.280Z,-21.1343,168.967,10,4.8,mb,,64,0.938,0.98,us,us2000bkzi,2018-01-24T01:25:00.040Z,"121km ENE of Tadine, New Caledonia",earthquake,6.2,1.9,0.124,20,reviewed,us,us
2017-10-31T00:42:15.775Z,62.0547,-149.7656,45.6,1.3,ml,,,,0.66,ak,ak17124443,2017-11-03T10:14:11.307Z,"12km SSE of Y, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-10-31T00:42:08.720Z,-21.6971,169.1485,24,6.7,mww,,55,1.062,1.46,us,us1000aytk,2018-01-24T01:25:00.040Z,"131km E of Tadine, New Caledonia",earthquake,6.5,1.8,0.038,68,reviewed,us,us
2017-10-31T00:34:58.240Z,19.8973333,-155.6763333,35.248,2,md,11,168,0.04399,0.15,hv,hv61961766,2017-11-02T18:05:48.800Z,"12km ESE of Waikoloa, Hawaii",earthquake,1.22,1.63,0.121,4,reviewed,hv,hv
2017-10-31T00:31:35.370Z,3.101,98.5486,10,4.4,mb,,71,0.551,1.15,us,us1000ayth,2018-01-24T01:25:00.040Z,"6km E of Kabanjahe, Indonesia",earthquake,5.8,1.9,0.089,36,reviewed,us,us
2017-10-31T00:31:05.930Z,47.9841667,-121.8203333,3.95,0.87,ml,5,204,0.1838,0.73,uw,uw61323967,2017-10-31T03:12:00.190Z,"13km NNE of Woods Creek, Washington",earthquake,8.74,52.34,0.147,3,reviewed,uw,uw
2017-10-31T00:21:20.630Z,46.8943333,-112.502,11,0.44,md,9,120,0.164,0.1,mb,mb80267444,2017-10-31T15:15:43.340Z,"15km ESE of Lincoln, Montana",earthquake,0.43,1.36,0.35,5,reviewed,mb,mb
2017-10-31T00:20:33.330Z,26.6218,126.9853,106.04,4.4,mb,,65,1.17,0.93,us,us2000bkxu,2018-01-24T01:25:00.040Z,"82km WNW of Naha-shi, Japan",earthquake,4.8,7.8,0.072,56,reviewed,us,us
2017-10-31T00:14:15.050Z,44.3216667,-114.0298333,7.12,2.05,ml,10,93,0.572,0.31,mb,mb80267439,2017-10-31T14:20:12.020Z,"25km SE of Challis, Idaho",earthquake,1.44,2.88,0.298,5,reviewed,mb,mb
2017-10-31T00:09:32.185Z,63.0907,-151.4738,0.9,1.3,ml,,,,0.64,ak,ak17123963,2017-11-03T10:14:10.898Z,"110km NW of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-10-31T00:03:09.570Z,-35.0918,54.2011,10,4.9,mb,,61,11.861,0.93,us,us2000bkxv,2018-01-24T01:24:59.040Z,"South Indian Ocean",earthquake,11.8,1.9,0.098,33,reviewed,us,us
2017-10-31T00:02:32.590Z,15.219,-94.5219,35.53,4.5,mb,,145,1.346,1.02,us,us1000aytd,2018-01-24T01:24:59.040Z,"113km S of San Francisco del Mar, Mexico",earthquake,4.7,9.3,0.045,146,reviewed,us,us
2017-10-31T00:00:18.760Z,33.4906667,-116.7975,4.2,0.57,ml,23,44,0.08991,0.2,ci,ci38033776,2017-10-31T00:34:07.164Z,"8km NE of Aguanga, CA",earthquake,0.29,0.71,0.138,17,reviewed,ci,ci
